Symbol,Latest_Date,Status
SU.PA,2024-10-14,Success
TJX,2024-10-14,Success
RWICX,0,No Data
BUD,2024-10-14,Success
CWIAX,0,No Data
CWGFX,0,No Data
RY-PZ.TO,0,No Data
CWGIX,0,No Data
ANET,2024-10-14,Success
IFAFX,0,No Data
FIFAX,0,No Data
RIDGX,0,No Data
VERIZ.BR,0,No Data
BSX,2024-10-14,Success
GNE.PA,0,No Data
CHTEX.BR,0,No Data
AMECX,0,No Data
COP,2024-10-14,Success
IEFA,2024-10-14,Success
SAN.PA,2024-10-14,Success
VRTX,2024-10-14,Success
MUFG,2024-10-14,Success
C,2024-10-14,Success
ENB-PT.TO,2024-10-11,Success
ENB-PN.TO,2024-10-11,Success
PANW,2024-10-14,Success
ENB-PA.TO,2024-10-11,Success
JJEB,0,No Data
CATR.PA,0,No Data
ENB.TO,2024-10-11,Success
KKR,2024-10-14,Success
NKE,2024-10-14,Success
ELV,2024-10-14,Success
AGG,2024-10-14,Success
MU,2024-10-14,Success
ADP,2024-10-14,Success
SCHW,2024-10-14,Success
DOXGX,0,No Data
ADI,2024-10-14,Success
ABI.BR,2024-10-14,Success
SONY,2024-10-14,Success
MDT,2024-10-14,Success
VWENX,0,No Data
UPS,2024-10-14,Success
VWELX,0,No Data
CB,2024-10-14,Success
COWB,0,No Data
RIO,2024-10-14,Success
JJTB,0,No Data
BX,2024-10-14,Success
BALB,0,No Data
INCO.BR,0,No Data
JJGB,0,No Data
PLD,2024-10-14,Success
DE,2024-10-14,Success
MMC,2024-10-14,Success
FI,2024-10-14,Success
KLAC,2024-10-14,Success
CIRAX,0,No Data
RIRGX,0,No Data
LRCX,2024-10-14,Success
BN.TO,2024-10-11,Success
REGN,2024-10-14,Success
VSMAX,0,No Data
VSCIX,0,No Data
CIBFX,0,No Data
IWF,2024-10-14,Success
SHOP,2024-10-14,Success
CDI.PA,2024-10-14,Success
JJAB,0,No Data
CNQ.TO,2024-10-11,Success
SBUX,2024-10-14,Success
BJJN,0,No Data
EP-PC,2024-10-14,Success
AIR.PA,2024-10-14,Success
GILD,2024-10-14,Success
MELI,2024-10-14,Success
CP.TO,2024-10-11,Success
VTTHX,0,No Data
AMT,2024-10-14,Success
CAIBX,0,No Data
BMY,2024-10-14,Success
TRI.TO,2024-10-11,Success
JJSB,0,No Data
VDADX,0,No Data
UBS,2024-10-14,Success
VIG,2024-10-14,Success
HCA,2024-10-14,Success
TD-PFL.TO,0,No Data
JJPB,0,No Data
IBN,2024-10-14,Success
SGGB,0,No Data
FSKAX,0,No Data
JJMB,0,No Data
JJCB,0,No Data
VTHRX,0,No Data
CNR.TO,2024-10-11,Success
INTC,2024-10-14,Success
TBCIX,0,No Data
JLGMX,0,No Data
TD,2024-10-14,Success
AI.PA,2024-10-14,Success
SEEGX,0,No Data
OLGAX,0,No Data
VTABX,0,No Data
BNDX,2024-10-14,Success
VTIFX,0,No Data
IBMA.BR,0,No Data
JLGRX,0,No Data
CI,2024-10-14,Success
EL.PA,2024-10-14,Success
SO,2024-10-14,Success
BJO,0,No Data
TRBCX,0,No Data
PGMB,0,No Data
SOJD,2024-10-14,Success
SOJC,2024-10-14,Success
SOJE,2024-10-14,Success
DODGX,0,No Data
INFY,2024-10-14,Success
VUG,2024-10-14,Success
PABGX,0,No Data
ICE,2024-10-14,Success
DELL,2024-10-14,Success
PRX.AS,2024-10-14,Success
MDLZ,2024-10-14,Success
VFORX,0,No Data
BOEI.BR,0,No Data
CSU.TO,2024-10-11,Success
SHW,2024-10-14,Success
PLTR,2024-10-14,Success
BMO.TO,2024-10-11,Success
PBR-A,2024-10-14,Success
BFAFX,0,No Data
PBR,2024-10-14,Success
SCCO,2024-10-14,Success
CFAAX,0,No Data
VGT,2024-10-14,Success
VITAX,0,No Data
VTIVX,0,No Data
IJH,2024-10-14,Success
RAFFX,0,No Data
TT,2024-10-14,Success
DGE.PA,0,No Data
RRBGX,0,No Data
ENB,2024-10-14,Success
BA,2024-10-14,Success
AMCPX,0,No Data
BNS.TO,2024-10-11,Success
DUKB,2024-10-14,Success
DUK,2024-10-14,Success
DODIX,0,No Data
MCO,2024-10-14,Success
RELX,2024-10-14,Success
AMPFX,0,No Data
ABNB,2024-10-14,Success
FISV,2024-10-14,Success
ZTS,2024-10-14,Success
PRUFX,0,No Data
RACE,2024-10-14,Success
NGT.TO,2024-10-11,Success
VIEIX,0,No Data
SAF.PA,2024-10-14,Success
WM,2024-10-14,Success
VEXAX,0,No Data
VEMAX,0,No Data
TD-PFK.TO,0,No Data
CEG,2024-10-14,Success
PRGFX,0,No Data
SNPS,2024-10-14,Success
SMFG,2024-10-14,Success
MO,2024-10-14,Success
CTAS,2024-10-14,Success
FKINX,0,No Data
CVS,2024-10-14,Success
PYPL,2024-10-14,Success
BP,2024-10-14,Success
FNCFX,0,No Data
PH,2024-10-14,Success
FRIAX,0,No Data
GD,2024-10-14,Success
TRSAX,0,No Data
EQIX,2024-10-14,Success
CMG,2024-10-14,Success
CL,2024-10-14,Success
APH,2024-10-14,Success
APO,2024-10-14,Success
BN,2024-10-14,Success
TDG,2024-10-14,Success
REN.AS,2024-10-14,Success
CME,2024-10-14,Success
WELL,2024-10-14,Success
GSK,2024-10-14,Success
VPMAX,0,No Data
MSI,2024-10-14,Success
SIA.BR,0,No Data
VTTVX,0,No Data
CM.TO,2024-10-11,Success
CNQ,2024-10-14,Success
VPMCX,0,No Data
VFIFX,0,No Data
RRGSX,0,No Data
AON,2024-10-14,Success
BTI,2024-10-14,Success
NOC,2024-10-14,Success
EFA,2024-10-14,Success
ANTM,0,No Data
CDNS,2024-10-14,Success
CSPAX,0,No Data
SCWFX,0,No Data
RSLAX,0,No Data
ITW,2024-10-14,Success
RLLGX,0,No Data
SAN,2024-10-14,Success
SMCWX,0,No Data
CRWD,2024-10-14,Success
IWDA.AS,2024-10-14,Success
DODFX,0,No Data
CP,2024-10-14,Success
TRI,2024-10-14,Success
CARR,2024-10-14,Success
VWIUX,0,No Data
CS.PA,2024-10-14,Success
DEO,2024-10-14,Success
VWITX,0,No Data
EOG,2024-10-14,Success
PNC,2024-10-14,Success
VVIAX,0,No Data
RY-PT,0,No Data
GEV,2024-10-14,Success
MFC.TO,2024-10-11,Success
MMM,2024-10-14,Success
SPOT,2024-10-14,Success
MAR,2024-10-14,Success
VHYAX,0,No Data
RMFGX,0,No Data
USB,2024-10-14,Success
AMRFX,0,No Data
VYM,2024-10-14,Success
ECL,2024-10-14,Success
CNI,2024-10-14,Success
TGT,2024-10-14,Success
DTEL.BR,0,No Data
AMPCX,0,No Data
NU,2024-10-14,Success
SWPPX,0,No Data
SU.TO,2024-10-11,Success
AMFFX,0,No Data
BNP.PA,2024-10-14,Success
APD,2024-10-14,Success
ORLY,2024-10-14,Success
FCX,2024-10-14,Success
EQNR,2024-10-14,Success
VMCIX,0,No Data
ATD.TO,2024-10-11,Success
IWM,2024-10-14,Success
CSX,2024-10-14,Success
FBGRX,0,No Data
VWO,2024-10-14,Success
FIWGX,0,No Data
BMO,2024-10-14,Success
MRVL,2024-10-14,Success
IEMG,2024-10-14,Success
BDX,2024-10-14,Success
FDGRX,0,No Data
IJR,2024-10-14,Success
MCK,2024-10-14,Success
NGG,2024-10-14,Success
FDX,2024-10-14,Success
CNWAX,0,No Data
RSP,2024-10-14,Success
TRP.TO,2024-10-11,Success
NFFFX,0,No Data
BDXA,0,No Data
NEWFX,0,No Data
NWFFX,0,No Data
WDAY,2024-10-14,Success
RSG,2024-10-14,Success
BNS,2024-10-14,Success
GLD,2024-10-14,Success
WCN.TO,2024-10-11,Success
EPD,2024-10-14,Success
EMR,2024-10-14,Success
AFL,2024-10-14,Success
FTNT,2024-10-14,Success
XLK,2024-10-14,Success
AJG,2024-10-14,Success
CRH,2024-10-14,Success
VWNAX,0,No Data
DASH,2024-10-14,Success
WMB,2024-10-14,Success
SLB,2024-10-14,Success
SCHD,2024-10-14,Success
NEM,2024-10-14,Success
MEIKX,0,No Data
NXPI,2024-10-14,Success
MEIAX,0,No Data
MEIIX,0,No Data
ITUB,2024-10-14,Success
VWNFX,0,No Data
DG.PA,2024-10-14,Success
JD,2024-10-14,Success
MET,2024-10-14,Success
PSA,2024-10-14,Success
ADSK,2024-10-14,Success
DHI,2024-10-14,Success
COF,2024-10-14,Success
FXNAX,0,No Data
VEIPX,0,No Data
VEIRX,0,No Data
BSV,2024-10-14,Success
ROP,2024-10-14,Success
TLT,2024-10-14,Success
BBVA,2024-10-14,Success
VBIRX,0,No Data
IWD,2024-10-14,Success
HLT,2024-10-14,Success
TTD,2024-10-14,Success
VBIAX,0,No Data
TFC,2024-10-14,Success
VBAIX,0,No Data
VBINX,0,No Data
FEGRX,0,No Data
FESGX,0,No Data
IMO.TO,2024-10-11,Success
SGENX,0,No Data
SE,2024-10-14,Success
SLB.PA,0,No Data
NSC,2024-10-14,Success
PCAR,2024-10-14,Success
OKE,2024-10-14,Success
CM,2024-10-14,Success
PSX,2024-10-14,Success
ET,2024-10-14,Success
FANG,2024-10-14,Success
ING,2024-10-14,Success
BK,2024-10-14,Success
SPG,2024-10-14,Success
CCZ,2024-10-14,Success
VTTWX,0,No Data
FSPSX,0,No Data
URI,2024-10-14,Success
VDIGX,0,No Data
KMI,2024-10-14,Success
VFSUX,0,No Data
VFSTX,0,No Data
TRV,2024-10-14,Success
GM,2024-10-14,Success
VUSA.AS,2024-10-14,Success
MPC,2024-10-14,Success
AEM.TO,2024-10-11,Success
VT,2024-10-14,Success
MFC,2024-10-14,Success
VTWAX,0,No Data
ABB,0,No Data
VTWIX,0,No Data
VTIP,2024-10-14,Success
VTAPX,0,No Data
O,2024-10-14,Success
IVW,2024-10-14,Success
MFG,2024-10-14,Success
AZO,2024-10-14,Success
L-PB.TO,2024-10-11,Success
L.TO,2024-10-11,Success
CPRT,2024-10-14,Success
VICSX,0,No Data
AMOV,0,No Data
GWW,2024-10-14,Success
NTES,2024-10-14,Success
DLR,2024-10-14,Success
VCIT,2024-10-14,Success
AEH,0,No Data
SRE,2024-10-14,Success
AED,0,No Data
VFFVX,0,No Data
ATVI,0,No Data
SREA,2024-10-14,Success
PXD,0,No Data
AEP,2024-10-14,Success
INGA.AS,2024-10-14,Success
VWIAX,0,No Data
AEB,0,No Data
JCI,2024-10-14,Success
PAYX,2024-10-14,Success
HMC,2024-10-14,Success
FAETX,0,No Data
SU,2024-10-14,Success
FICO,2024-10-14,Success
RFETX,0,No Data
AMX,2024-10-14,Success
MNST,2024-10-14,Success
QUAL,2024-10-14,Success
TEAM,2024-10-14,Success
RCL,2024-10-14,Success
ALL,2024-10-14,Success
GSINX,0,No Data
PTTRX,0,No Data
GSIYX,0,No Data
E,2024-10-14,Success
VWA.BR,0,No Data
AIG,2024-10-14,Success
KDP,2024-10-14,Success
FAQTX,0,No Data
AMP,2024-10-14,Success
AAFTX,0,No Data
RFFTX,0,No Data
VWAP.BR,0,No Data
BAGIX,0,No Data
VGHAX,0,No Data
BAGSX,0,No Data
VGHCX,0,No Data
VMW,0,No Data
COIN,2024-10-14,Success
FBALX,0,No Data
LEN,2024-10-14,Success
OXY,2024-10-14,Success
JCBUX,0,No Data
JCBZX,0,No Data
WOBDX,0,No Data
CCI,2024-10-14,Success
IAU,2024-10-14,Success
APP,2024-10-14,Success
SANTA.BR,0,No Data
TIEIX,0,No Data
TRP,2024-10-14,Success
ALC,2024-10-14,Success
ABX.TO,2024-10-11,Success
FIS,2024-10-14,Success
MSCI,2024-10-14,Success
VIRSX,0,No Data
LYG,2024-10-14,Success
KMB,2024-10-14,Success
CHTR,2024-10-14,Success
VALE,2024-10-14,Success
ROST,2024-10-14,Success
D,2024-10-14,Success
IFC.TO,2024-10-11,Success
LHX,2024-10-14,Success
WCN,2024-10-14,Success
OIEJX,0,No Data
SPLG,2024-10-14,Success
MFEKX,0,No Data
MFEIX,0,No Data
OIEIX,0,No Data
MFEJX,0,No Data
MFEGX,0,No Data
SCHX,2024-10-14,Success
VWILX,0,No Data
HLIEX,0,No Data
HLN,2024-10-14,Success
VWUAX,0,No Data
MPWR,2024-10-14,Success
CPNG,2024-10-14,Success
VWUSX,0,No Data
PWR,2024-10-14,Success
VWIGX,0,No Data
CMI,2024-10-14,Success
CVE.TO,2024-10-11,Success
TD-PFJ.TO,2024-10-11,Success
TAK,2024-10-14,Success
SLF.TO,2024-10-11,Success
MFC-PC.TO,2024-10-11,Success
VST,2024-10-14,Success
FAUTX,0,No Data
RCKTX,0,No Data
RFGTX,0,No Data
REGTX,0,No Data
AAGTX,0,No Data
MPLX,2024-10-14,Success
TEL,2024-10-14,Success
OAKIX,0,No Data
VLO,2024-10-14,Success
DSY.PA,2024-10-14,Success
BSPAX,0,No Data
BSPIX,0,No Data
BCS,2024-10-14,Success
WFSPX,0,No Data
STZ,2024-10-14,Success
PFH,2024-10-14,Success
PRU,2024-10-14,Success
CEO,0,No Data
PRH,2024-10-14,Success
PEG,2024-10-14,Success
COR,2024-10-14,Success
XVALO.MC,2024-10-14,Success
NA.TO,2024-10-11,Success
FUSIX,0,No Data
SQ,2024-10-14,Success
DDOG,2024-10-14,Success
HEIA.AS,2024-10-14,Success
FFH.TO,2024-10-11,Success
FAST,2024-10-14,Success
GWO.TO,2024-10-11,Success
GWO-PM.TO,2024-10-11,Success
GWO-PN.TO,2024-10-11,Success
ODFL,2024-10-14,Success
MS-PQ,2024-10-14,Success
UMG.AS,2024-10-14,Success
ADYEN.AS,2024-10-14,Success
PCG,2024-10-14,Success
MWTRX,0,No Data
HES,2024-10-14,Success
MWTIX,0,No Data
MWTSX,0,No Data
KHC,2024-10-14,Success
LNG,2024-10-14,Success
LDLVX,0,No Data
LLDYX,0,No Data
IQV,2024-10-14,Success
LOLDX,0,No Data
SCHF,2024-10-14,Success
VCSH,2024-10-14,Success
VSCSX,0,No Data
F,2024-10-14,Success
XLF,2024-10-14,Success
MCHP,2024-10-14,Success
VRT,2024-10-14,Success
OTIS,2024-10-14,Success
FSMAX,0,No Data
EW,2024-10-14,Success
BIV,2024-10-14,Success
VBILX,0,No Data
EDF.PA,0,No Data
GEHC,2024-10-14,Success
BN.PA,2024-10-14,Success
TD-PFA.TO,2024-10-11,Success
IMO,2024-10-14,Success
HWM,2024-10-14,Success
ENB-PFA.TO,2024-10-11,Success
ACGL,2024-10-14,Success
NDAQ,2024-10-14,Success
A,2024-10-14,Success
KVUE,2024-10-14,Success
SGO.PA,2024-10-14,Success
BCE.TO,2024-10-11,Success
IR,2024-10-14,Success
VSIAX,0,No Data
SNOW,2024-10-14,Success
STLA.PA,0,No Data
XLV,2024-10-14,Success
TCOM,2024-10-14,Success
ACA.PA,2024-10-14,Success
FLUT,2024-10-14,Success
FTBFX,0,No Data
PRS,2024-10-14,Success
IT,2024-10-14,Success
FERG,2024-10-14,Success
ITOT,2024-10-14,Success
MDIZX,0,No Data
MDIDX,0,No Data
MDIJX,0,No Data
DOL.TO,2024-10-11,Success
MEURV.BR,0,No Data
BBV.BR,0,No Data
CTVA,2024-10-14,Success
IWB,2024-10-14,Success
GLW,2024-10-14,Success
IXUS,2024-10-14,Success
KR,2024-10-14,Success
TRAIX,0,No Data
KIM-PN,2024-10-14,Success
IDXX,2024-10-14,Success
AME,2024-10-14,Success
PRWCX,0,No Data
AEM,2024-10-14,Success
EXC,2024-10-14,Success
CVNA,2024-10-14,Success
MUB,2024-10-14,Success
ODVIX,0,No Data
PACLX,0,No Data
GIS,2024-10-14,Success
NWG,2024-10-14,Success
ENI.BR,0,No Data
BSBR,2024-10-14,Success
CNC,2024-10-14,Success
LVS,2024-10-14,Success
VRSK,2024-10-14,Success
XLE,2024-10-14,Success
ENGI.PA,2024-10-14,Success
FATTX,0,No Data
ENB-PFK.TO,2024-10-11,Success
STLA,2024-10-14,Success
EA,2024-10-14,Success
CTSH,2024-10-14,Success
RBHTX,0,No Data
VGIT,2024-10-14,Success
VSIGX,0,No Data
VTWNX,0,No Data
WPM.TO,2024-10-11,Success
VEUSX,0,No Data
YUM,2024-10-14,Success
VTEAX,0,No Data
DOW,2024-10-14,Success
CBRE,2024-10-14,Success
VTEB,2024-10-14,Success
HSY,2024-10-14,Success
MSTR,2024-10-14,Success
DFS,2024-10-14,Success
TRLGX,0,No Data
BKR,2024-10-14,Success
BBCPX,0,No Data
SYY,2024-10-14,Success
FSMDX,0,No Data
CCIV,0,No Data
ABEV,2024-10-14,Success
VTINX,0,No Data
TECK-B.TO,2024-10-11,Success
TRGP,2024-10-14,Success
ALNY,2024-10-14,Success
TECK-A.TO,2024-10-11,Success
GBTC,2024-10-14,Success
JEPI,2024-10-14,Success
EXR,2024-10-14,Success
NUE,2024-10-14,Success
ANFFX,0,No Data
DD,2024-10-14,Success
ANEFX,0,No Data
BIDU,2024-10-14,Success
RNNEX,0,No Data
DFEOX,0,No Data
SGEN,0,No Data
EFX,2024-10-14,Success
IVE,2024-10-14,Success
HPQ,2024-10-14,Success
CCEP,2024-10-14,Success
DIA,2024-10-14,Success
IRM,2024-10-14,Success
WKL.AS,2024-10-14,Success
VFIDX,0,No Data
BCOSX,0,No Data
GIB-A.TO,2024-10-11,Success
PAMCX,0,No Data
VFICX,0,No Data
RMD,2024-10-14,Success
ED,2024-10-14,Success
BCOIX,0,No Data
GOLD,2024-10-14,Success
EEM,2024-10-14,Success
STLAP.PA,2024-10-14,Success
DFQTX,0,No Data
CCDTX,0,No Data
XEL,2024-10-14,Success
HIG,2024-10-14,Success
FAPTX,0,No Data
VNQ,2024-10-14,Success
FAITX,0,No Data
RFITX,0,No Data
VICI,2024-10-14,Success
WIT,2024-10-14,Success
AALTX,0,No Data
MBB,2024-10-14,Success
DAL,2024-10-14,Success
RBHEX,0,No Data
TWTR,0,No Data
QQQM,2024-10-14,Success
VEEV,2024-10-14,Success
PPL-PC.TO,2024-10-11,Success
PPL.TO,2024-10-11,Success
PPL-PA.TO,2024-10-11,Success
PRUIX,0,No Data
VTRLX,0,No Data
FFFEX,0,No Data
DB,2024-10-14,Success
LULU,2024-10-14,Success
PREIX,0,No Data
BIL,2024-10-14,Success
NTR.TO,2024-10-11,Success
MLM,2024-10-14,Success
XYL,2024-10-14,Success
EL,2024-10-14,Success
RRMGX,0,No Data
IEF,2024-10-14,Success
IUSB,2024-10-14,Success
AXON,2024-10-14,Success
T.TO,2024-10-11,Success
SLF,2024-10-14,Success
PEQSX,0,No Data
WAB,2024-10-14,Success
SCHG,2024-10-14,Success
CCEP.AS,2024-10-14,Success
TSCO,2024-10-14,Success
VMC,2024-10-14,Success
EBAY,2024-10-14,Success
UCB.BR,2024-10-14,Success
FNV.TO,2024-10-11,Success
DFIEX,0,No Data
CVE,2024-10-14,Success
ARGX,2024-10-14,Success
WDS,2024-10-14,Success
ARES,2024-10-14,Success
GRMN,2024-10-14,Success
EIX,2024-10-14,Success
LQD,2024-10-14,Success
PEYAX,0,No Data
JUSRX,0,No Data
JUEAX,0,No Data
HUM,2024-10-14,Success
JUEZX,0,No Data
STM.PA,0,No Data
JUEMX,0,No Data
NET,2024-10-14,Success
TW,2024-10-14,Success
JUESX,0,No Data
PPL-PQ.TO,2024-10-11,Success
OWL,2024-10-14,Success
CSGP,2024-10-14,Success
VXF,2024-10-14,Success
FPURX,0,No Data
MDY,2024-10-14,Success
VITPX,0,No Data
DFAC,2024-10-14,Success
HEI,2024-10-14,Success
AVB,2024-10-14,Success
VOE,2024-10-14,Success
VMVAX,0,No Data
RI.PA,2024-10-14,Success
VITNX,0,No Data
CAP.PA,2024-10-14,Success
TRVLX,0,No Data
PAVLX,0,No Data
SCHB,2024-10-14,Success
ON,2024-10-14,Success
MTD,2024-10-14,Success
FOCKX,0,No Data
FOCPX,0,No Data
MTB-PJ,2024-10-14,Success
IWR,2024-10-14,Success
WSP.TO,2024-10-11,Success
PRBLX,0,No Data
QSR.TO,2024-10-11,Success
ROK,2024-10-14,Success
TRFHX,0,No Data
TRRCX,0,No Data
DBLTX,0,No Data
MTB,2024-10-14,Success
DLTNX,0,No Data
DSFIR.AS,2024-10-14,Success
PRILX,0,No Data
DGRO,2024-10-14,Success
CCO.TO,2024-10-11,Success
VONG,2024-10-14,Success
LYB,2024-10-14,Success
FSNVX,0,No Data
VMLUX,0,No Data
WEC,2024-10-14,Success
FFFFX,0,No Data
VSGAX,0,No Data
VMLTX,0,No Data
ZS,2024-10-14,Success
PHG,2024-10-14,Success
NVR,2024-10-14,Success
BRO,2024-10-14,Success
HO.PA,2024-10-14,Success
CDW,2024-10-14,Success
FITB,2024-10-14,Success
PPG,2024-10-14,Success
ARGX.BR,2024-10-14,Success
VTTSX,0,No Data
WTW,2024-10-14,Success
DFCEX,0,No Data
SPYG,2024-10-14,Success
FTS.TO,2024-10-11,Success
CRG.IR,0,No Data
ABC,0,No Data
FFTHX,0,No Data
FER,2024-10-14,Success
PHM,2024-10-14,Success
BCE,2024-10-14,Success
ANSS,2024-10-14,Success
CHT,2024-10-14,Success
HACAX,0,No Data
WN.TO,2024-10-11,Success
FCNCA,2024-10-14,Success
ASM.AS,2024-10-14,Success
HNACX,0,No Data
ORAN,2024-10-14,Success
FRDPX,0,No Data
HCAIX,0,No Data
HRCAX,0,No Data
HUBS,2024-10-14,Success
FRDAX,0,No Data
VWRL.AS,2024-10-14,Success
VEU,2024-10-14,Success
BNTX,2024-10-14,Success
VV,2024-10-14,Success
RCI-B.TO,2024-10-11,Success
ELC,2024-10-14,Success
RCI-A.TO,2024-10-11,Success
FSPGX,0,No Data
POW.TO,2024-10-11,Success
IOT,2024-10-14,Success
VLTO,2024-10-14,Success
ETR,2024-10-14,Success
KER.PA,2024-10-14,Success
PTRQX,0,No Data
PEMGX,0,No Data
BAM.TO,2024-10-11,Success
PDBZX,0,No Data
VFWAX,0,No Data
BIIB,2024-10-14,Success
GOVT,2024-10-14,Success
K,2024-10-14,Success
EQR,2024-10-14,Success
FLTR.IR,0,No Data
IIVI,0,No Data
GEN.BR,0,No Data
EON.BR,0,No Data
NETE,0,No Data
ENBA,0,No Data
